Code,idTree,DateField,Forest,Plot,SubPlot,FieldNbr,Habitat,Type,Genus,Species,Name,gmin,tlp,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,N,C,P,Ca,Na,K,LSWC,SD,fvfm,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition
402,25232,2021-03-10T00:00:00Z,Bafog,5,18,49,BF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,2.32759339877963,-1.5638750000000001,0.1945561065,1.0073971130000001,2.4902417715,3.6921949905,2.03,46.88,1.08858602026716,12.8432568196939,0.141161842980705,6.2112029402733,0.6027903538760049,378.4013605,0.796,18,2,17,2,High
403,26147,2021-03-11T00:00:00Z,Bafog,5,46,21,BF,Generalist,Virola,michelii,Virola michelii,4.6233606089598,-1.5598800000000002,0.21744798199999998,1.706197435,3.8164663880000003,5.7401118055,2.22,55.47,0.694610497556471,6.35712189428047,0.85702267800567,6.36180624927849,0.6666153253754331,NA,0.873,24,3,20,2,Low
404,26148,2021-03-11T00:00:00Z,Bafog,5,46,28,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,5.01178241456993,-1.603825,0.394771267,1.391816805,3.205774088,4.992362159500001,3.35,51.51,0.637488215875941,4.8340252827678,0.198596972721224,5.63735064486412,0.5642201834862385,NA,0.826,22,3,18,3,High
405,26127,2021-03-11T00:00:00Z,Bafog,5,45,44,BF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,6.65667082933053,-1.3121900000000002,0.45960702649999996,1.6596162705,3.100927911,5.220151208000001,2.23,51.06,0.56004321391465,3.69053860263465,1.97983408370852,2.3162834878978,0.6700973053892215,NA,0.831,8,2,6,2,Low
406,25790,2021-03-11T00:00:00Z,Bafog,5,35,7,BF,BF,Laetia,procera,Laetia procera,1.7155348877997,-1.6797300000000002,0.26725205949999997,1.4123458645,7.5332481815,9.212846106,2.37,47.35,0.938386419468755,3.96027278775782,1.46017381902861,3.96918697220943,0.6145923489700537,NA,0.812,32,5,27,4,Middle
407,26107,2021-03-11T00:00:00Z,Bafog,5,45,10,BF,BF,Laetia,procera,Laetia procera,11.6363240201048,-1.5698675,0.18862928,0.9124894535000001,4.7617300515,5.862848785000001,1.64,50.73,0.625514220749191,4.84638610554442,2.45550517702071,3.70904343301989,0.6444077724060989,NA,0.833,22,4,20,4,Middle
408,27157,2021-03-11T00:00:00Z,Bafog,5,78,12,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,4.96125447812947,-1.6218025000000003,0.46841562999999997,2.021205426,5.596791166499999,8.0864122225,2.76,54.3,0.682921731441971,9.60414126270198,0.194346993170082,7.47488790220275,0.5596285434995113,NA,0.83,26,4,22,2,Low
409,27154,2021-03-11T00:00:00Z,Bafog,5,78,3,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,3.22964292634943,-1.6198050000000002,0.318568583,2.3658895615,3.107766578,5.7922247225,2.74,51.05,0.913436319668356,7.03487358616101,0.190313539587492,8.32697140334715,0.6063134978229318,NA,0.849,22,4,16,4,Middle
410,27466,2021-03-11T00:00:00Z,Bafog,5,88,22,BF,BF,Virola,surinamensis,Virola surinamensis,2.42196030604622,-1.452015,0.19718228450000003,1.1478719835,5.1632274344999995,6.508281702,2.28,50.64,0.931228806711048,13.5707286976822,0.0963923628480907,8.89307188209489,0.6751239115874078,229.5918367,0.771,28,3,26,2,Low
411,27164,2021-03-11T00:00:00Z,Bafog,5,78,34,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,3.14154643882425,-1.6737375,0.38863885499999995,2.5084650465,4.8361609770000005,7.733264879,3.24,51.33,1.16801117554438,8.2216109169579,0.217268264270261,15.7000752333039,0.6240554156171284,NA,0.857,20,2,16,2,Low
412,27459,2021-03-11T00:00:00Z,Bafog,5,88,7,BF,BF,Virola,surinamensis,Virola surinamensis,4.28236803935637,-1.63978,0.34025853,2.0039901815,6.891470287,9.235718998,1.52,52.77,0.740763192307692,10.8939433333333,0.0450941666666667,7.53862534615385,0.578302342429365,NA,0.808,32,3,28,4,Middle
413,373740,2021-03-11T00:00:00Z,Bafog,5,98,43,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,4.60531925551807,-1.8635000000000002,0.614535964,2.0643453474999998,6.8099693605,9.4888506725,2.88,49.68,0.694263192307692,2.21594333333333,0.587094166666667,7.54362534615385,0.5489251297257227,NA,0.789,27,4,20,4,Middle
414,27776,2021-03-11T00:00:00Z,Bafog,5,98,36,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,4.84734378646676,-1.4600050000000002,0.1825543795,1.095178186,1.477145879,2.7548784445,1.68,51.87,0.69341648406566,7.34527069798434,0.15411710811261,7.17503782724023,0.6008672007055192,165.8163265,0.814,9,2,9,2,High
416,25976,2021-03-12T00:00:00Z,Bafog,5,41,16,TF,TF,Casearia,javitensis,Casearia javitensis,15.1794388378497,-1.428045,0.241530152,1.1706904310000001,2.846903259,4.259123841499999,1.99,47.59,0.514505939338023,12.507689488589,3.69224804264534,10.0835835543767,0.7211048879837068,238.0952381,0.851,21,2,19,2,High
417,25699,2021-03-12T00:00:00Z,Bafog,5,32,21,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,2.25152916451767,-1.4300425,0.2264290135,1.256367199,4.343716453,5.8265126655,1.54,51.32,0.51798621298821,2.69165584955899,1.71502163421534,2.61470329121702,0.6071649712516586,NA,0.895,22,2,18,2,Low
418,25328,2021-03-12T00:00:00Z,Bafog,5,21,8,TF,Generalist,Protium,stevensonii,Protium stevensonii,4.43744545405513,-1.8335375000000003,0.228033592,1.2660224575,1.8417610469999999,3.335817096,1.47,46.42,0.672772350833943,2.97064930729428,1.7567292605575,5.94754666615308,0.5621241015109285,NA,0.826,26,4,19,3,Middle
419,25386,2021-03-12T00:00:00Z,Bafog,5,22,58,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,4.14028638208493,-1.420055,0.344027901,1.808199525,7.5286207325,9.680848158,1.48,52.92,0.416087323292631,1.29388415957269,1.49583792355199,3.36567385693926,0.5497867803837952,NA,0.86,16,2,13,2,Low
420,25395,2021-03-12T00:00:00Z,Bafog,5,23,11,TF,Generalist,Protium,stevensonii,Protium stevensonii,7.88040580494468,-1.9613775000000002,0.257771448,1.3752982025,2.551784536,4.184854186,1.66,40.36,0.732361734910057,3.68472041395427,1.57796110832916,3.79231381687917,0.5211097708082026,NA,0.808,21,4,19,4,Middle
421,25405,2021-03-12T00:00:00Z,Bafog,5,23,28,TF,Generalist,Protium,stevensonii,Protium stevensonii,15.1852859158884,-1.9094425000000002,0.38200477600000005,1.9142203150000001,3.9973025845000003,6.293527676,1.45,50.29,0.626263192307692,2.70019333333333,0.206244166666667,3.46937534615385,0.5018593371059015,NA,0.799,24,3,22,2,Middle
422,26307,2021-03-12T00:00:00Z,Bafog,5,52,21,TF,Generalist,Protium,stevensonii,Protium stevensonii,10.0544431293885,-2.1211775,0.3347781185,1.665893141,2.111781783,4.1124530425,1.25,40.33,0.476264456764457,3.39008341675008,0.683277444110777,3.89577111727112,0.4367025268951714,NA,0.869,24,3,17,2,Low
423,26670,2021-03-12T00:00:00Z,Bafog,5,63,55,TF,TF,Casearia,javitensis,Casearia javitensis,6.8835871707769,NA,0.1921569205,0.839436649,3.432110583,4.463704152,1.63,52.26,0.424651563399194,6.68223773898587,0.176054031587697,2.52381580663725,0.4948689112251353,NA,0.89,8,2,8,2,High
424,27038,2021-03-12T00:00:00Z,Bafog,5,74,42,TF,TF,Casearia,javitensis,Casearia javitensis,3.32686629143834,-1.5698675,0.2165746905,1.061405632,3.900765636,5.178745958,1.51,52.46,0.437688192307692,4.94344333333333,0.171144166666667,3.06912534615385,0.5263252632526325,NA,0.846,7,3,7,3,High
425,26707,2021-03-12T00:00:00Z,Bafog,5,64,42,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,2.414027185119,NA,0.3344122355,1.8183709860000001,3.984603046,6.1373862685,2.75,50.79,0.716554578754579,2.7966850459482,0.230520467836257,4.09761939464045,0.5535576676085281,52.08333333,0.711,26,3,24,4,Middle
426,27354,2021-03-12T00:00:00Z,Bafog,5,84,69,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,7.84765024232301,-1.2023275,0.38219821,1.404002928,3.8142364265,5.6004375645,2.75,50.16,0.757263192307692,2.67369333333333,3.58909416666667,4.10237534615385,0.7471835652750165,153.0612245,0.843,18,3,17,3,Middle
427,26575,2021-03-15T16:46:50Z,Bafog,5,61,16,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,2.20220656694715,-2.163125,0.28148118099999997,2.1937914459999996,1.8166390795,4.2919117065000005,1.84,53.32,0.448889303004688,2.74295038295038,2.14295121545122,3.35327207407977,0.5602399737015122,395.4081633,0.823,16,2,16,2,High
428,27215,2021-03-15T16:46:50Z,Bafog,5,81,10,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,4.83648555155504,-1.8734875,0.19569160949999997,1.3059660565,3.629623472,5.1312811375,2.03,45.71,0.75401720951721,12.3663096429763,0.511105271938605,3.44256791406791,0.5997305149690513,NA,0.839,13,3,13,3,High
429,27233,2021-03-15T16:46:50Z,Bafog,5,81,39,TF,TF,Casearia,javitensis,Casearia javitensis,14.6851910738442,-2.147145,0.422487677,2.1914989074999998,5.7680464685,8.3820330525,2.2,54.17,0.506016200407896,4.17503084875771,0.653921127230282,4.99437253242006,0.4891436935838009,NA,0.815,15,4,15,4,High
431,27632,2021-03-15T16:46:50Z,Bafog,5,93,21,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,1.33706855966337,-1.8495175000000001,0.2182825545,0.9568704045,1.03962511,2.2147780685000003,2.01,48.66,0.540222969338354,12.2916516816517,1.0240700965701,6.37225309306079,0.7137770473842783,276.3605442,0.81,18,2,15,2,Low
432,26771,2021-03-15T16:46:50Z,Bafog,5,66,15,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,3.80709568033397,-2.035285,0.18358815950000001,0.8014646405,2.3973063640000003,3.3823591635000003,2.76,44.6,1.01924394835933,14.0948484848485,0.13730685980686,9.24937597018366,0.5603764624616846,527.2108844,0.819,24,2,18,3,Low
433,26174,2021-03-15T16:46:50Z,Bafog,5,47,16,BF,BF,Laetia,procera,Laetia procera,7.70498340533958,-2.011315,0.34792891800000003,1.8303254575,6.4025382205,8.5807925955,1.99,51.72,0.829763192307692,4.08069333333333,2.32009416666667,5.19862534615385,0.5926928281461434,646.2585034,0.809,34,5,34,5,High
434,25856,2021-03-15T16:46:50Z,Bafog,5,37,1,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,3.59621782049917,-1.6837250000000001,0.455408642,1.809596564,4.627647174,6.8926523799999995,2.95,52.43,0.754385999308038,4.98145260702982,0.113737298017658,6.40042513358705,0.5249687890137329,391.1564626,0.73,39,5,30,4,Low
435,26217,2021-03-15T16:46:50Z,Bafog,5,49,2,BF,BF,Virola,surinamensis,Virola surinamensis,12.2874680501504,-1.7056975,0.463591472,2.590250265,7.419522706,10.473364440000001,1.64,52.97,0.779703784738216,9.38517298735862,0.103087990685296,9.44473587440504,0.6189991675145685,NA,0.795,35,5,30,4,Middle
436,25880,2021-03-15T16:46:50Z,Bafog,5,38,2,BF,BF,Virola,surinamensis,Virola surinamensis,28.4700606293911,-1.6297925000000002,0.49691048250000003,2.894652947,8.882598696999999,12.274162125,1.74,51.35,0.9362950447853,12.3277794436115,0.0451216058637348,10.4933786568254,0.5973806925290208,NA,0.723,36,5,30,4,Low
437,25888,2021-03-15T16:46:50Z,Bafog,5,38,10,BF,BF,Virola,surinamensis,Virola surinamensis,3.29447797598304,-1.5938375000000002,0.3650603825,2.2766152265,7.4158845115,10.0575601225,1.79,51.67,0.844574044219254,14.6696041250832,0.0418105455755156,14.8389474512513,0.6852916134525329,NA,0.816,28,3,24,3,Middle
438,26559,2021-03-16T16:30:31Z,Bafog,5,60,28,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.54582791165906,-1.5958350000000001,0.330408608,1.573476724,4.2727123355000005,6.1765976675,3.49,50.33,0.795752573742047,8.86109607351713,0.183152046783626,5.55751914401388,0.5826670930604413,NA,0.815,14,2,14,2,High
439,26915,2021-03-16T16:30:31Z,Bafog,5,70,52,BF,Generalist,Tachigali,melinonii,Tachigali melinonii,3.03540419521809,-1.5259225,0.34845121300000004,1.553229345,6.33288791,8.234568468500001,2.69,47.57,0.550212979328364,7.62631701631702,0.179864302364302,4.82554979635749,0.5316537467700259,NA,0.831,17,3,15,2,Middle
440,373713,2021-03-16T16:30:31Z,Bafog,5,90,42,BF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,1.6929480359203,-1.5099425000000002,0.1706968845,0.955528597,3.2211458855,4.347371367,2.24,50.76,1.08813099581397,12.2605525045765,0.22021384589782,5.43047962671377,0.609484994442386,229.5918367,0.82,13,1,13,2,High
441,26866,2021-03-16T16:30:31Z,Bafog,5,69,29,BF,BF,Laetia,procera,Laetia procera,5.00067122986543,-1.6377825000000001,0.1798691645,1.0716479374999999,4.711047987500001,5.96256509,1.77,49.88,0.762382001307039,5.8560153256705,1.18000416458437,8.11956556337216,0.612396504892496,NA,0.839,24,4,24,4,High
442,27788,2021-03-16T16:30:31Z,Bafog,5,99,14,BF,Generalist,Protium,stevensonii,Protium stevensonii,2.59797807440264,-1.9334125000000002,0.25861900299999996,1.4291002395,2.4026311435,4.0903503855,1.5,47.74,0.669767844073803,4.32743448506093,1.38717492906026,8.15585913485613,0.5341728180633956,NA,0.842,23,3,23,3,High
443,27799,2021-03-16T16:30:31Z,Bafog,5,99,27,BF,BF,Iryanthera,hostmannii,Iryanthera hostmannii,1.40274280400168,-1.56787,0.24447701100000002,1.148232919,2.2802994775,3.6730094075,1.68,51.17,0.60046412054879,4.19884101536406,0.236066299265197,5.01164864344073,0.6538709380465801,306.122449,0.816,14,2,14,3,High
444,25275,2021-03-16T16:30:31Z,Bafog,5,19,50,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,1.5927744678442,-1.4819775000000002,0.164125881,0.82094895,2.286334552,3.271409383,1.68,48.39,0.719842956742807,12.5928325822066,0.427835920547488,2.82511301567736,0.6103825507916015,259.3537415,0.797,17,2,15,2,Low
445,25207,2021-03-16T16:30:31Z,Bafog,5,18,10,BF,Generalist,Protium,stevensonii,Protium stevensonii,7.58400988836944,-1.7496425,0.224922375,1.436594752,2.3446236115,4.006140739,1.55,48.85,0.701561630677015,3.43725607725608,1.39370046620047,6.62699834780604,0.5085594989561586,607.9931973,0.782,24,3,18,3,High
446,25442,2021-03-16T16:30:31Z,Bafog,5,24,25,TF,Generalist,Chrysophyllum,prieurii,Chrysophyllum prieurii,5.46108389479919,-1.6657475,0.184306764,1.181745574,2.344892213,3.7109445515,2.11,47.09,0.550363920147988,5.34964261857048,0.346787742150969,4.33354243101588,0.5623804164321891,97.78911565,0.774,16,2,14,2,Low
447,24752,2021-03-16T16:30:31Z,Bafog,5,4,8,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,6.5056178767717,NA,0.44468037149999995,1.9335328404999998,5.625726093,8.003939305,2.46,52.08,0.666429977319033,2.34252207229718,1.72523155089122,2.60357355937416,0.6471680594243269,178.5714286,0.764,28,4,24,5,Middle
448,24733,2021-03-16T16:30:31Z,Bafog,5,3,39,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,2.79263019673815,-1.5498925,0.2075098965,1.2441003995000002,7.560908618000001,9.0125189145,1.8,51.7,0.507263192307692,1.32944333333333,1.68759416666667,2.62137534615385,0.6050007789375292,NA,0.793,12,2,11,2,Middle
449,25360,2021-03-16T16:30:31Z,Bafog,5,22,10,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,4.7591522251749,NA,0.463983653,2.0782094395,3.5311351325,6.073328225,2.78,51.09,0.69741448506516,2.23482592037315,1.86566133599867,3.44415326951909,0.6265687174778084,225.3401361,0.843,22,4,20,4,High
450,26697,2021-03-16T16:30:31Z,Bafog,5,64,14,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,10.6955693628956,-1.4100675,0.4175559305,1.58711485,2.6671715295,4.6718423105,2.02,54.35,0.477685506800891,4.81637695637696,1.432162004662,2.089036309844,0.5694831321572269,250.8503401,0.837,28,5,24,4,High
451,4699,2021-03-17T00:00:00Z,Bafog,3,57,12,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,3.90996375840829,-1.7256725000000002,0.18171974000000002,1.0017866005,3.1223957330000003,4.305902073,1.2,44.76,0.562826018326018,1.93237570904238,0.937531698365032,3.38976511126511,0.5591534931157573,344.3877551,0.822,24,4,15,3,Middle
452,15745,2021-03-17T00:00:00Z,Bafog,3,58,28,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,2.63988518989074,-1.6257975000000002,0.1870632115,1.3614172385,5.5408474375,7.0893278875,1.69,58.59,0.523763192307692,1.91244333333333,1.45809416666667,5.18862534615385,0.550407937353942,NA,0.813,16,2,14,2,Middle
453,15746,2021-03-17T00:00:00Z,Bafog,3,58,29,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,4.84135898857997,-1.555885,0.1742531785,1.0757153444999998,3.6592956195,4.909264143,2.67,54.21,0.591558971793589,1.11700183425046,1.45482157745539,5.74649859545157,0.5901249256395001,148.8095238,0.776,23,3,17,3,Low
454,3709,2021-03-17T00:00:00Z,Bafog,3,57,4,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.51360891149147,-1.4699925,0.1494984445,1.0193720755,1.9519598405,3.1208303595,1.95,51.21,0.724349716883017,2.74981806042397,0.0960382240026707,5.63207345633835,0.5763081933239582,497.4489796,0.886,13,3,12,3,Middle
455,3736,2021-03-17T00:00:00Z,Bafog,3,58,18,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,3.52089570686238,-1.7955850000000002,NA,NA,NA,NA,1.39,51.94,0.569908329812973,7.70238974871027,0.875281244799468,5.97965586236031,0.5923262804267108,225.3401361,0.883,23,4,16,3,Middle
456,3624,2021-03-17T00:00:00Z,Bafog,3,50,4,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,3.31468462808178,-1.8215525000000001,0.208681193,1.134964332,1.3864201875,2.7300657125,1.99,53.87,0.622074229422404,2.35612139403035,0.288088210772053,5.14119594412591,0.5410871931309711,773.8095238,0.777,24,2,22,3,Middle
457,3744,2021-03-17T00:00:00Z,Bafog,3,59,6,TF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,6.26721267154072,-1.6238000000000001,0.1889713725,1.465933519,7.1023723274999995,8.757277219,1.73,52.75,0.527235956351341,1.83261072261072,1.88121295371295,3.32105429186199,0.5652521680559064,NA,0.842,23,3,19,3,Low
458,3751,2021-03-17T00:00:00Z,Bafog,3,59,13,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,4.08793277599302,-1.6497675,0.1889155085,1.119489283,1.644658938,2.953063729,1.59,51.64,0.506995703050067,3.1914646716542,3.34074231088944,3.04725720314598,0.5582947824559349,199.829932,0.835,21,3,16,3,Middle
459,3630,2021-03-17T00:00:00Z,Bafog,3,50,11,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,2.40074952417519,-1.4899675000000001,0.1332702645,0.9355687735,1.554008788,2.6228478255,1.38,51.24,0.619001194697087,2.92153640614562,0.144833834335337,2.73434403422229,0.5474385937065989,386.9047619,0.872,13,3,13,3,High
460,15759,2021-03-17T00:00:00Z,Bafog,3,59,29,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,2.38708784920339,-1.995335,0.154876077,0.792116829,2.7351109655,3.682103871,1.34,51.19,0.560543464039712,5.9869368017342,0.314351342337836,2.96635852541655,0.5852476949523363,289.1156463,0.844,27,4,25,4,High
461,3636,2021-03-17T00:00:00Z,Bafog,3,51,3,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,NA,-1.7456475,0.154429802,1.109054778,2.525430581,3.7889151615,1.92,51.23,0.769378503056164,3.0511677494586,0.144471930701316,6.18053507861454,0.5503804737975592,NA,0.867,14,3,12,2,Low
462,43001,2021-03-17T00:00:00Z,Bafog,3,54,55,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,6.47211249207307,-1.60782,0.1178104365,0.7156864805,2.098720226,2.932217143,1.96,48.94,0.895053298905503,13.0450334001336,0.287719605878424,4.65092720055495,0.581867736295382,NA,0.831,13,2,13,2,High
463,42991,2021-03-17T00:00:00Z,Bafog,3,54,45,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,5.24663516921173,-1.6557600000000001,0.18914295,0.886924074,1.8788144445000001,2.9548814685,2.25,53.85,0.542720471835857,1.89554778554779,1.01058358308358,5.57804729885499,0.49958771387342815,267.8571429,0.764,18,3,12,3,Middle
464,43017,2021-03-17T00:00:00Z,Bafog,3,54,72,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,6.64406096488864,NA,0.40705456149999997,1.5708323714999999,4.100190748999999,6.078077682,2.24,52.29,0.529527956285835,6.49218942804736,1.90504669001167,2.58666868049409,0.6220218064342442,314.6258503,0.863,21,3,20,3,High
465,41503,2021-03-17T00:00:00Z,Bafog,3,12,65,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,15.3896142842207,-1.5279200000000002,0.372090027,1.6661461735,3.12055653,5.158792731,2.04,51.67,0.578341533841534,5.78973306639973,1.90249666333,2.49111646261646,0.6645775883680121,246.5986395,0.746,9,3,9,3,High
466,15361,2021-03-17T00:00:00Z,Bafog,3,12,24,BF,Generalist,Virola,michelii,Virola michelii,9.48421872719243,-1.64777,0.3448420505,1.834885692,5.017795316,7.197523059,1.72,52.16,0.603763192307692,4.99894333333333,0.923594166666667,3.58712534615385,0.5351882160392799,NA,0.761,28,3,25,2,Low
467,33216,2021-03-18T14:42:33Z,Bafog,2,1,40,TF,TF,Casearia,javitensis,Casearia javitensis,2.39452526942694,-1.8874700000000002,0.1927351995,0.9045587635,1.4045831309999999,2.501877094,1.46,52.29,0.428709482824867,5.15378954378954,0.289654512154512,2.82080454161223,0.4817333117478819,331.6326531,0.822,13,2,10,2,High
468,33214,2021-03-18T14:42:33Z,Bafog,2,1,38,TF,Generalist,Conceveiba,guianensis,Conceveiba guianensis,2.23129904889261,-1.60782,0.18437587849999998,0.7996357105,1.900396472,2.8844080610000002,2.02,47.87,0.848384152689416,14.5753817878028,0.218741019214703,5.21666701368807,0.5314367678699498,NA,0.824,12,2,12,2,High
469,10616,2021-03-18T14:42:33Z,Bafog,2,8,29,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,3.12780601901044,-1.60782,0.22438701249999998,1.2343896805,3.0187019944999998,4.477478687,2.44,53.27,0.593778745444082,1.72064172901081,0.386727348295927,7.35024972184922,0.5405033584203286,276.3605442,0.835,18,3,15,3,Middle
